"","playerId","season","name","team","position","games_played","icetime","shifts","gameScore","I_F_xGoals","I_F_xRebounds","Assists","I_F_points","I_F_goals","I_F_rebounds","I_F_hits","I_F_takeaways","I_F_giveaways","lowDangerGoaAbvExp","medDangerGoaAbvExp","highDangerGoaAbvExp","faceoffsWon","penalityMinutes","penalityMinutesDrawn","shotsBlockedByPlayer","subsetclust1"
"517",8478010,2019,"Brayden Point","T.B","C",66,74102,1472,67.84,19.11,12.75,39,62,23,13,24,30,19,-0.18,-2.89,-0.82,395,11,33,30,2
"518",8476458,2023,"Ryan Strome","ANA","C",78,74078,1496,20.99,12.69,8.79,28,39,11,15,62,26,42,0.63,0.95,0.11,222,74,37,20,2
"519",8477939,2019,"William Nylander","TOR","R",68,74052,1491,66.55,22.66,14.28,29,59,30,16,9,42,41,-0.43,-3.73,-3.18,106,12,24,14,2
"520",8474149,2021,"Evgenii Dadonov","VGK","R",78,74048,1556,53.09,18.6,13.17,23,43,20,16,65,17,30,1.97,-1.24,-2.13,1,18,24,25,2
"521",8474613,2019,"Derek Stepan","ARI","C",70,74047,1675,32.22,14.15,10.09,18,28,10,7,43,37,28,0.06,1.45,2.65,569,16,30,53,2
"522",8478047,2023,"Michael Bunting","PIT","L",79,74022,1464,61.88,23.33,12.95,33,52,19,23,48,38,47,0.22,1.49,2.62,7,47,69,20,2
"523",8478483,2020,"Mitchell Marner","TOR","R",55,74009,1377,66.63,21.05,11.46,47,67,20,13,23,53,69,-1.97,3.37,-0.34,4,20,26,41,2
"524",8476419,2022,"Jean-Gabriel Pageau","NYI","C",70,73995,1753,35.15,18.71,9.71,27,40,13,11,175,33,35,1.21,3.86,0.64,719,14,16,61,2
"525",8482109,2022,"Alexis Lafrenire","NYR","L",81,73967,1405,41.32,16.31,9.46,23,39,16,7,141,32,36,-1.26,0.12,1.44,28,33,33,28,2
"526",8478542,2022,"Evan Rodrigues","COL","C",69,73925,1509,55.57,21.34,12.17,23,39,16,12,34,29,32,2.3,0.99,2.04,119,30,36,27,2
"527",8476882,2023,"Teuvo Teravainen","CAR","L",75,73844,1598,64.64,16.43,10.04,28,51,23,11,16,40,40,-3.18,-3.33,-0.06,66,10,8,26,2
"528",8476459,2019,"Mika Zibanejad","NYR","C",57,73825,1452,73.22,22.63,14.47,33,74,41,5,51,42,43,-8.46,-8.19,-1.71,593,14,44,49,2
"529",8473533,2023,"Jordan Staal","CAR","C",80,73818,1783,56.51,15.21,9.12,20,30,10,16,142,25,28,2.05,0.64,2.53,799,44,22,41,2
"530",8482745,2022,"Mason McTavish","ANA","C",80,73797,1506,26.61,18.48,12.96,26,43,17,27,55,29,32,-0.19,-0.45,2.12,307,44,44,37,2
"531",8475164,2022,"Jakob Silfverberg","ANA","R",81,73771,1756,11.07,11.2,8.24,16,26,10,9,10,28,19,1.45,0.07,-0.32,18,32,24,51,2
"532",8480113,2023,"Alex Iafallo","WPG","L",80,73719,1530,32.26,14.96,9.67,15,26,11,11,42,28,19,0.75,0.95,2.26,8,6,20,66,2
"533",8478047,2021,"Michael Bunting","TOR","L",79,73671,1560,78.83,25.16,15.31,40,63,23,17,85,36,23,-1.46,2.24,1.37,8,60,84,21,2
"534",8482222,2022,"Alexander Barabanov","SJS","L",68,73657,1502,40.69,18.32,10.18,32,47,15,20,40,28,35,0.8,3.17,-0.65,1,20,18,37,2
"535",8471218,2022,"Blake Wheeler","WPG","R",72,73631,1550,54.04,21.06,10.24,39,55,16,14,54,45,27,2.17,1.19,1.7,65,46,26,35,2
"536",8475166,2019,"John Tavares","TOR","C",63,73631,1385,63.3,23.94,15.51,33,59,26,21,32,35,47,-4.68,1.37,1.26,615,24,32,31,2
"537",8479385,2021,"Jordan Kyrou","STL","C",74,73601,1482,64.77,17.13,12.77,48,75,27,12,6,36,32,-4.11,-6.56,0.8,6,20,54,23,2
"538",8480064,2021,"Josh Norris","OTT","C",66,73573,1609,55.27,26.17,13.4,20,55,35,13,79,24,32,-0.44,-3.35,-5.05,529,16,38,44,2
"539",8477402,2022,"Pavel Buchnevich","STL","L",63,73532,1466,54.02,16.3,10.51,41,67,26,14,54,35,31,-6.05,-3.92,0.27,64,26,16,23,2
"540",8476448,2021,"William Karlsson","VGK","C",67,73493,1528,51.05,15.33,10.22,23,35,12,15,42,44,34,2.42,0.39,0.53,508,10,22,42,2
"541",8482705,2023,"Cole Sillinger","CBJ","C",76,73478,1585,30.62,18.15,10.46,18,31,13,16,118,30,21,-0.03,0.77,4.42,446,44,30,71,2
"542",8478856,2022,"Conor Garland","VAN","R",81,73453,1640,45.5,15.42,11.84,29,46,17,18,47,46,37,-0.38,-0.7,-0.5,3,21,55,20,2
"543",8473994,2023,"Jamie Benn","DAL","L",81,73401,1713,61.28,23.17,12.55,39,60,21,23,109,48,32,-1.3,-0.63,4.11,433,41,45,50,2
"544",8476392,2021,"Adam Lowry","WPG","C",79,73377,1744,21.71,18.35,9.05,8,21,13,14,231,39,23,-0.15,2.17,3.32,564,49,63,43,2
"545",8479337,2019,"Alex DeBrincat","CHI","L",70,73353,1365,45.61,20.48,14.07,25,43,18,10,58,41,37,-2.49,5.88,-0.91,7,15,37,19,2
"546",8476329,2021,"Travis Boyd","ARI","C",74,73329,1692,17.23,12.95,8.12,18,35,17,6,71,20,28,-0.29,-3.58,-0.17,420,34,22,55,2
"547",8476374,2021,"Sean Kuraly","CBJ","C",77,73273,1676,24.13,14.2,7.43,16,30,14,5,240,35,26,-0.17,-1.19,1.56,628,51,31,51,2
"548",8475722,2022,"Jason Zucker","PIT","L",78,73270,1566,61.41,27.36,16.78,21,48,27,19,197,35,39,-5.44,-0.14,5.95,4,37,51,29,2
"549",8480029,2021,"Alex Formenton","OTT","L",79,73241,1638,27.71,22.6,11.73,14,32,18,17,101,44,25,-0.17,2.52,2.24,8,49,47,24,2
"550",8480798,2022,"Philipp Kurashev","CHI","C",70,73166,1417,12.1,11.26,8.83,16,25,9,11,38,42,23,0.4,-0.21,2.08,85,14,34,34,2
"551",8475763,2019,"Kevin Hayes","PHI","C",69,73076,1640,39.21,21.17,12.47,18,41,23,14,88,43,34,-3.17,-1.42,2.77,412,34,20,22,2
"552",8476919,2019,"Chris Tierney","OTT","C",71,73060,1741,29.74,13.15,7.21,26,37,11,10,44,32,42,0.51,0.64,1.01,521,20,26,37,2
"553",8476454,2021,"Ryan Nugent-Hopkins","EDM","C",63,73023,1334,42.59,15.14,10.02,39,50,11,8,42,43,34,1.32,1.83,0.99,178,16,18,34,2
"554",8471669,2019,"Paul Stastny","VGK","C",71,72997,1455,50.58,19.8,11.67,21,38,17,16,63,41,18,-1.5,0.1,4.19,624,24,28,31,2
"555",8475855,2021,"Jesper Fast","CAR","R",82,72868,1686,51.48,15.65,7.79,20,34,14,6,109,17,26,-3.42,0.9,4.17,12,4,10,36,2
"556",8476889,2021,"Radek Faksa","DAL","C",77,72852,1723,10.28,11.9,6.81,14,19,5,14,129,27,27,2.63,1.33,2.94,383,52,40,68,2
"557",8475220,2021,"Marcus Foligno","MIN","L",74,72851,1481,45.06,17.67,7.45,19,42,23,9,238,28,27,-0.23,-4.23,-0.87,12,92,68,42,2
"558",8477942,2022,"Kevin Fiala","LAK","L",69,72844,1448,69.95,26.01,15.59,49,72,23,18,53,18,37,0.33,3.84,-1.17,8,52,36,18,2
"559",8477503,2019,"Max Domi","MTL","C",71,72822,1518,47.92,18.8,11.98,28,45,17,14,32,42,64,-1.83,2.21,1.42,383,35,35,14,2
"560",8470606,2019,"Dustin Brown","L.A","R",66,72769,1539,37.96,17.53,11.64,18,35,17,16,143,28,35,0.72,1.47,-1.65,7,22,30,15,2
"561",8475149,2023,"Marcus Johansson","MIN","L",76,72681,1391,30.42,12.72,8.54,19,30,11,9,43,24,33,-1.81,0.21,3.32,6,20,34,28,2
"562",8478414,2019,"Timo Meier","S.J","R",70,72668,1531,53.63,20.77,14.38,27,49,22,21,155,39,32,-2.75,0.1,1.42,12,32,34,38,2
"563",8473986,2019,"Alex Killorn","T.B","L",68,72627,1527,49.73,18.1,9.22,22,48,26,10,59,27,26,-3.59,-1.74,-2.57,5,20,22,15,2
"564",8482089,2023,"Jake Neighbours","STL","L",77,72566,1454,27.21,22.7,12.6,11,38,27,19,138,39,17,-1.4,-0.75,-2.15,11,21,39,45,2
"565",8480829,2022,"Jesperi Kotkaniemi","CAR","C",82,72501,1511,58.63,17.57,10.31,25,43,18,19,105,29,48,-1.78,-0.72,2.08,360,50,32,21,2
"566",8482055,2023,"Drew O'Connor","PIT","L",77,72492,1650,41.42,21.96,12,17,33,16,30,53,35,26,-1.14,3.17,3.92,21,20,28,57,2
"567",8477330,2022,"Dominik Kubalik","DET","L",81,72480,1504,38.34,23.51,12.33,25,45,20,17,89,12,19,-1.5,1.94,3.08,17,24,38,26,2
"568",8476432,2021,"Boone Jenner","CBJ","C",59,72445,1463,38.96,21.51,12.38,21,44,23,9,80,33,29,2.42,0.15,-4.06,642,22,26,56,2
"569",8478439,2022,"Travis Konecny","PHI","R",60,72419,1496,58.13,23.29,14.18,30,61,31,15,55,34,26,-5.47,-2.38,0.13,28,57,67,38,2
"570",8475726,2021,"Tyler Toffoli","CGY","R",74,72387,1687,50.95,20.81,13.02,29,49,20,8,81,27,35,1.35,-1.82,1.27,18,14,24,24,2
"571",8471276,2022,"David Krejci","BOS","C",70,72217,1480,47.42,15.51,8.79,40,56,16,9,41,17,36,-2.75,-0.33,2.59,351,20,26,38,2
"572",8478440,2021,"Dylan Strome","CHI","C",69,72204,1402,41.36,15.46,8.47,26,48,22,3,11,47,22,-4.22,-3.14,0.82,460,28,22,33,2
"573",8477935,2021,"Sam Bennett","FLA","C",71,72178,1494,67.68,27.06,16.27,21,49,28,14,119,41,49,-0.68,0.63,-0.89,411,74,58,27,2
"574",8478975,2023,"Mason Marchment","DAL","L",80,72177,1512,52.74,19.59,11.36,31,52,21,22,106,43,44,-3.23,0.62,1.2,4,54,54,33,2
"575",8482222,2021,"Alexander Barabanov","SJS","L",70,72159,1492,29.42,11.44,7.78,29,39,10,8,53,40,30,1.14,-0.7,1,0,14,26,39,2
"576",8473548,2019,"Phil Kessel","ARI","R",70,72066,1524,35.55,14.03,10.87,24,38,14,11,11,18,42,0.67,1.27,-1.9,2,22,12,20,2
"577",8476399,2021,"Blake Coleman","CGY","C",81,72028,1720,54.7,20.8,13.13,17,33,16,13,163,34,47,0.74,-2.29,6.35,2,60,48,44,1
"578",8476448,2023,"William Karlsson","VGK","C",68,72015,1426,63.25,21.95,12.9,29,59,30,21,42,41,34,-6.53,-1.9,0.38,528,10,38,45,1
"579",8478542,2023,"Evan Rodrigues","FLA","C",79,71982,1556,62.17,18.06,12.98,27,39,12,28,100,28,33,1.18,2.12,2.75,29,32,40,27,1
"580",8477021,2022,"Alexander Kerfoot","TOR","C",82,71925,1609,38.93,16.81,9.53,22,32,10,10,54,45,38,1.42,4.51,0.89,65,30,30,46,1
"581",8475191,2023,"Reilly Smith","PIT","R",74,71862,1612,41.57,19.08,11.86,27,39,12,14,54,35,33,1.09,1.23,4.76,5,16,14,24,1
"582",8482113,2022,"Anton Lundell","FLA","C",73,71703,1604,44.19,16.55,10.03,21,33,12,11,29,37,41,-0.07,2.14,2.48,269,43,40,32,1
"583",8477955,2021,"Jared McCann","SEA","L",74,71653,1553,54.79,21.8,15.16,23,50,27,15,65,43,37,-4.53,-2.72,2.05,224,23,45,29,1
"584",8478414,2023,"Timo Meier","NJD","R",68,71564,1500,51.31,25.6,15.75,24,51,27,27,109,34,29,1.45,-2.27,-0.58,44,35,31,41,1
"585",8476921,2023,"Jordan Martinook","CAR","L",81,71314,1659,59.78,17.35,11.23,18,32,14,16,58,32,18,2.37,2.28,-1.31,44,34,36,36,1
"586",8476981,2021,"Josh Anderson","MTL","R",69,71313,1442,28.48,18.71,12.49,13,32,19,13,153,33,31,-0.11,0.85,-1.02,20,55,55,35,1
"587",8473533,2019,"Jordan Staal","CAR","C",68,71306,1623,39.83,16.01,9.3,19,27,8,7,149,30,40,3.18,1.45,3.38,701,40,28,36,1
"588",8476448,2019,"William Karlsson","VGK","C",63,71299,1393,54.19,18.01,10.71,31,46,15,11,40,54,36,-2.77,1.21,4.57,492,6,12,38,1
"589",8474641,2019,"Adam Henrique","ANA","C",71,71283,1589,48.82,20.02,13.14,16,42,26,14,74,26,31,-3.6,-4.15,1.76,502,22,22,32,1
"590",8478432,2022,"Christian Fischer","ARI","R",80,71255,1798,15.84,12.48,8.06,14,27,13,13,126,19,32,2.27,-3.34,0.54,9,20,22,37,1
"591",8470610,2019,"Zach Parise","MIN","L",69,71199,1441,45.27,23.77,12.98,20,45,25,16,27,21,22,1.45,-2.77,0.08,41,8,30,38,1
"592",8471685,2020,"Anze Kopitar","L.A","C",56,71182,1390,49.18,11.07,8.04,37,50,13,13,45,12,34,-3.29,-1.66,3.02,661,10,22,37,1
"593",8477451,2023,"Ryan Hartman","MIN","R",72,71156,1355,47.71,22.83,13.32,23,43,20,12,74,39,37,4.06,0.48,-1.72,363,52,48,61,1
"594",8482113,2023,"Anton Lundell","FLA","C",77,71131,1610,52.82,16.67,11.25,22,35,13,18,59,32,30,0.59,1.55,1.52,470,36,28,40,1
"595",8476438,2022,"Brandon Saad","STL","L",71,70950,1468,31.18,16.21,9.43,18,37,19,7,24,34,26,-1.58,0.75,-1.95,4,12,18,31,1
"596",8471233,2019,"Travis Zajac","N.J","C",69,70852,1478,15.87,10.44,5.23,15,24,9,5,58,36,17,0.96,0.67,-0.19,578,28,10,39,1
"597",8475765,2023,"Vladimir Tarasenko","FLA","R",75,70833,1642,50.66,15.34,11.29,31,54,23,20,81,18,24,-4.81,-1.86,-1,4,12,12,39,1
"598",8478401,2021,"Pavel Zacha","NJD","C",70,70788,1548,41.56,18.47,10.55,21,36,15,7,80,33,40,0.49,3.81,-0.83,189,22,18,18,1
"599",8477501,2021,"Valeri Nichushkin","COL","R",62,70777,1494,69.3,24.62,12.85,27,52,25,11,89,38,24,0.22,-3.55,2.95,0,14,26,27,1
"600",8479316,2023,"Luke Kunin","SJS","C",75,70715,1518,2.1,13.03,7.74,7,18,11,14,163,22,15,0.06,0.69,1.28,207,81,77,58,1
"601",8475855,2022,"Jesper Fast","CAR","R",80,70711,1631,47,14.33,7.7,19,29,10,7,104,24,27,-0.54,-0.15,5.03,10,16,30,40,1
"602",8475231,2022,"Casey Cizikas","NYI","C",81,70647,1773,22.3,13.67,8.28,15,21,6,14,188,35,28,0.77,3.09,3.8,501,44,41,58,1
"603",8475287,2021,"Erik Haula","BOS","L",78,70637,1522,49.05,16.08,9.53,26,44,18,6,129,25,21,-1.27,-1.65,1,434,47,33,36,1
"604",8474189,2019,"Lars Eller","WSH","C",69,70467,1448,50.36,17.55,11.65,23,39,16,16,59,44,41,2.8,-2.26,1,536,48,42,44,1
"605",8477940,2019,"Nikolaj Ehlers","WPG","L",71,70455,1519,67.83,18.25,12.19,33,58,25,11,36,33,39,-4.79,-2.25,0.29,0,30,62,28,1
"606",8475745,2019,"Charlie Coyle","BOS","C",70,70439,1422,44.45,17.21,11.01,21,37,16,10,82,48,33,4.02,-3.16,0.36,326,21,43,34,1
"607",8478463,2019,"Anthony Beauvillier","NYI","L",68,70439,1506,32.4,15.54,10.11,20,38,18,8,86,29,51,0.16,-1.38,-1.25,9,15,35,36,1
"608",8476460,2020,"Mark Scheifele","WPG","C",56,70419,1235,53.68,16.07,9.26,42,63,21,11,31,48,37,-0.57,-3.37,-0.99,353,12,32,38,1
"609",8476981,2023,"Josh Anderson","MTL","R",76,70417,1423,10.21,18.26,11.89,10,19,9,18,165,21,19,3.96,3.33,1.98,15,64,74,37,1
"610",8478508,2021,"Yakov Trenin","NSH","C",80,70405,1488,29.34,16.98,9.99,7,24,17,5,191,37,24,0.36,-0.57,0.2,12,46,44,33,1
"611",8475810,2023,"Bryan Rust","PIT","R",60,70349,1510,60.73,23.07,15.32,27,55,28,27,47,28,34,-6.32,-1.27,2.66,2,18,18,48,1
"612",8476981,2022,"Josh Anderson","MTL","R",69,70214,1393,25.74,24.21,13.09,11,32,21,20,139,30,25,0.88,0.51,1.83,19,52,41,49,1
"613",8475784,2023,"Jeff Skinner","BUF","L",73,70205,1406,52.9,22.49,16.39,22,46,24,27,26,37,33,-3.79,1.4,0.88,52,24,34,12,1
"614",8480074,2023,"Alexandre Texier","CBJ","C",77,70139,1491,26.16,10.91,7.51,18,30,12,12,55,21,16,1.58,-1.72,-0.96,6,38,22,36,1
"615",8478233,2023,"Andrew Mangiapane","CGY","L",73,70109,1573,39.18,20.48,10.39,25,39,14,15,87,24,29,4.33,0.84,1.31,3,37,22,33,1
"616",8474161,2019,"Jakub Voracek","PHI","R",69,70088,1557,54.89,11.67,9.12,42,54,12,12,17,28,30,1.91,-1.74,-0.5,7,31,39,21,1
"617",8478508,2022,"Yakov Trenin","NSH","C",77,69978,1419,20.72,17.56,10.87,12,24,12,14,167,44,43,0.25,2.5,2.81,14,37,27,30,1
"618",8479293,2022,"Brandon Tanev","SEA","L",82,69963,1643,39.94,19.55,8.99,19,35,16,12,190,33,24,-0.33,1.3,2.57,3,34,52,68,1
"619",8477989,2019,"Christian Dvorak","ARI","C",70,69963,1525,42.34,21.44,10.87,20,38,18,16,38,20,22,-0.91,0.87,3.47,523,12,10,36,1
"620",8476432,2023,"Boone Jenner","CBJ","C",58,69934,1356,37.73,21.01,13.75,13,35,22,19,119,24,19,-0.47,-4.47,3.94,604,28,28,74,1
"621",8474149,2019,"Evgenii Dadonov","FLA","R",68,69908,1381,49.47,23.41,11.98,21,45,24,16,29,29,39,1.67,1.38,-3.63,0,10,22,23,1
"622",8481186,2022,"Logan O'Connor","COL","R",82,69886,1646,25.87,13.17,7.8,17,26,9,3,116,42,20,-0.18,3.29,1.06,2,37,31,50,1
"623",8480848,2022,"Ty Dellandrea","DAL","C",82,69866,1624,30.53,10.38,6.41,19,28,9,7,125,22,25,-0.57,0.43,1.51,102,54,58,39,1
"624",8470047,2019,"Valtteri Filppula","DET","C",70,69775,1492,4.8,8.24,4.82,14,20,6,4,28,17,43,-0.31,0.12,2.43,324,24,24,31,1
"625",8478856,2023,"Conor Garland","VAN","R",80,69770,1647,63.87,18.39,14.03,25,44,19,20,53,50,9,-2.24,-0.15,1.77,2,23,47,34,1
"626",8475158,2020,"Ryan O'Reilly","STL","C",56,69764,1391,53.48,13.13,8.5,30,54,24,17,24,43,24,-8.71,-0.3,-1.85,703,18,18,25,1
"627",8476624,2022,"Barclay Goodrow","NYR","C",82,69720,1433,22.19,10.72,6.61,20,31,11,8,122,30,33,1.49,-1.93,0.16,272,58,52,64,1
"628",8479992,2021,"Michael Rasmussen","DET","C",80,69687,1588,17.89,16.63,10.42,12,27,15,18,142,29,16,-0.29,1.01,0.91,410,56,54,65,1
"629",8473986,2023,"Alex Killorn","ANA","L",62,69680,1381,35.23,20.12,10.93,18,36,18,19,71,28,32,-5.82,1.54,6.4,13,44,22,25,1
"630",8474189,2021,"Lars Eller","WSH","C",72,69635,1494,32.84,10.79,8.41,18,31,13,9,95,37,44,-2.65,-1.34,1.78,510,40,34,36,1
"631",8476483,2019,"Rickard Rakell","ANA","L",65,69618,1493,42.12,19.53,13.68,27,42,15,15,81,29,42,-0.93,5.12,0.34,10,12,22,30,1
"632",8475793,2019,"Ryan Johansen","NSH","C",68,69613,1491,33.94,12,7.98,22,36,14,12,39,39,24,2.29,-1.02,-3.26,550,35,12,34,1
"633",8475765,2022,"Vladimir Tarasenko","NYR","R",69,69553,1404,40.46,17.93,12.98,32,50,18,13,75,24,26,1.65,-3.36,1.65,0,8,34,36,1
"634",8478498,2021,"Jake DeBrusk","BOS","L",77,69468,1504,57.36,20.88,11.75,17,42,25,12,62,35,26,-0.43,-4.39,0.71,10,10,32,25,1
"635",8476822,2021,"Luke Glendening","DAL","C",82,69449,1804,15.51,15.24,8.61,7,16,9,7,179,17,14,2.1,0.89,3.26,425,15,37,59,1
"636",8473563,2019,"Nicklas Backstrom","WSH","C",61,69434,1281,51.37,13.89,9.17,43,55,12,9,29,34,42,1.72,0.59,-0.43,515,14,20,45,1
"637",8478458,2021,"Jack Roslovic","CBJ","C",81,69407,1522,38.71,11.87,9.12,23,45,22,7,60,32,35,-4.04,-6.09,-0.01,372,12,12,25,1
"638",8480830,2022,"Andrei Svechnikov","CAR","R",64,69305,1370,74.97,24.46,16.1,32,55,23,28,140,35,49,-2.26,1.49,2.23,4,61,46,17,1
"639",8478472,2023,"Mathieu Joseph","OTT","R",70,69044,1625,32.6,14.91,8.72,24,35,11,11,105,64,35,3.01,-1.52,2.43,22,41,57,48,1
"640",8474102,2023,"David Perron","DET","L",74,69004,1487,32.45,16.31,10.2,28,44,16,11,110,30,12,1.3,-0.56,-0.42,15,45,20,26,1
"641",8476882,2022,"Teuvo Teravainen","CAR","L",68,68988,1442,46.63,12.32,9.51,25,37,12,15,15,36,49,-1.28,1.48,0.12,33,16,2,18,1
"642",8477951,2021,"Nick Schmaltz","ARI","C",63,68975,1461,44.51,14.3,8.45,36,59,23,10,15,52,42,-3.1,-3.63,-1.97,114,14,20,28,1
"643",8474573,2019,"Josh Bailey","NYI","R",68,68969,1486,27.65,11.28,6.16,27,41,14,3,20,38,54,0.14,-0.94,-1.92,128,10,16,48,1
"644",8477402,2019,"Pavel Buchnevich","NYR","R",68,68950,1394,47.13,16.36,11.34,29,46,17,12,80,38,64,1.03,-1.02,-0.64,4,24,34,22,1
"645",8475164,2019,"Jakob Silfverberg","ANA","R",66,68940,1551,41.45,14.43,10.49,18,39,21,8,27,40,32,0.81,-3.78,-3.6,8,14,30,41,1
"646",8477953,2021,"Kasperi Kapanen","PIT","R",79,68883,1483,36.3,11.13,8.85,21,32,11,14,110,40,30,1.52,-1.4,0.01,5,16,18,19,1
"647",8474884,2019,"Mike Hoffman","FLA","L",68,68875,1336,57.29,18.67,13.57,28,57,29,20,33,31,51,-4.55,-0.77,-5,7,28,28,21,1
"648",8482660,2022,"Kent Johnson","CBJ","C",79,68808,1394,27.68,12.47,8.88,24,40,16,9,15,26,40,-3.14,-1,0.61,41,14,22,30,1
"649",8480855,2022,"Jack McBain","ARI","C",82,68787,1766,6.78,12.2,6.69,14,26,12,10,304,26,30,1.89,2.06,-3.75,370,64,42,51,1
"650",8475855,2019,"Jesper Fast","NYR","R",69,68755,1522,27.82,10.59,6.5,18,30,12,10,125,24,32,-1.86,0.61,-0.15,9,20,24,53,1
"651",8470638,2019,"Patrice Bergeron","BOS","C",61,68653,1399,68.1,24.07,13.08,26,56,30,10,46,44,22,0.5,-1.43,-5.01,757,28,16,46,1
"652",8481618,2022,"Alex Newhook","COL","C",82,68649,1503,32.18,14,8.12,16,30,14,9,60,26,20,-1.18,0.56,0.61,208,22,14,26,1
"653",8479390,2023,"Taylor Raddysh","CHI","R",72,68637,1360,7.49,13.64,8.73,9,14,5,16,81,43,29,2.59,2.62,3.42,19,22,12,28,1
"654",8477482,2021,"Zach Sanford","WPG","L",80,68635,1552,14.63,13.5,9.86,12,21,9,11,169,36,22,-0.21,3.11,1.6,5,50,46,67,1
"655",8475726,2019,"Tyler Toffoli","VAN","R",68,68581,1547,58.7,20.03,13.66,19,43,24,25,48,35,34,-1.85,-0.95,-1.17,4,20,20,15,1
"656",8477456,2021,"J.T. Compher","COL","L",70,68554,1479,32.44,16.66,8.26,15,33,18,10,31,26,18,-0.92,-4.53,4.12,338,25,27,55,1
"657",8479335,2021,"Rasmus Asplund","BUF","C",80,68533,1521,33.06,14.42,8.48,19,27,8,11,30,21,23,3.26,2.62,0.54,26,10,8,14,1
"658",8474884,2021,"Mike Hoffman","MTL","C",67,68509,1368,28.09,14.98,10.03,20,35,15,19,27,32,46,-2.62,3.02,-0.41,12,32,18,29,1
"659",8476539,2019,"Jonathan Marchessault","VGK","C",66,68491,1336,60.17,22.21,14.56,25,47,22,17,99,37,48,-0.49,2.06,-1.36,58,28,32,12,1
"660",8479343,2019,"Clayton Keller","ARI","R",70,68469,1451,47.81,17.49,12.68,27,44,17,10,20,34,32,-1.39,1.49,0.4,9,28,36,12,1
"661",8479987,2023,"Morgan Geekie","BOS","C",74,68395,1454,30.91,13.56,8.86,22,39,17,17,131,30,29,-2.32,-2.36,1.24,283,28,14,49,1
"662",8479992,2023,"Michael Rasmussen","DET","C",75,68359,1546,22.59,15.66,7.72,20,33,13,11,124,18,13,-3.02,0.05,5.63,58,47,43,76,1
"663",8474102,2021,"David Perron","STL","L",67,68285,1385,54.75,18.36,11.77,30,57,27,17,80,37,18,-5.3,-1,-2.33,1,38,32,11,1
"664",8473994,2019,"Jamie Benn","DAL","L",69,68271,1627,42.39,20.83,12.1,20,38,18,12,167,52,56,1.44,-2.84,4.23,248,43,42,57,1
"665",8478413,2023,"Jordan Greenway","BUF","L",66,68244,1379,22.6,13.89,7.42,17,26,9,7,139,30,21,0.91,1.22,2.77,17,52,30,65,1
"666",8480830,2019,"Andrei Svechnikov","CAR","R",68,68228,1422,68.62,23.23,13.02,37,61,24,25,116,29,66,-1.15,1.26,-0.88,0,54,38,27,1
"667",8480068,2023,"Ryan Poehling","PHI","C",76,68142,1549,32.46,11.5,8.53,17,28,11,11,61,22,11,1.31,-0.7,-0.11,456,6,26,101,1
"668",8470794,2019,"Joe Pavelski","DAL","C",67,68116,1537,37.6,16.53,10.53,17,31,14,9,62,38,27,0.94,3.76,-2.17,349,29,39,52,1
"669",8480018,2019,"Nick Suzuki","MTL","C",71,68100,1415,41.23,13.54,9.2,28,40,12,11,64,31,37,0.69,-0.26,1.11,303,6,22,32,1
"670",8477404,2020,"Jake Guentzel","PIT","L",56,68098,1403,55.69,21.91,10.72,34,57,23,11,43,17,23,-1.11,0.86,-0.85,3,28,40,32,1
"671",8479316,2021,"Luke Kunin","NSH","C",82,68042,1568,15.79,15.32,9.44,9,22,13,9,223,20,17,-1.03,0.36,3,48,79,55,51,1
"672",8477501,2023,"Valeri Nichushkin","COL","R",53,68036,1289,57.62,26.14,13.35,25,51,26,11,74,29,22,1.06,-2.35,1.43,2,22,24,24,1
"673",8478474,2021,"Lawson Crouse","ARI","L",65,67979,1531,25.67,14.97,10.15,14,34,20,11,181,29,23,-0.22,-4.89,0.08,16,52,38,36,1
"674",8477330,2021,"Dominik Kubalik","CHI","L",78,67958,1461,25.38,18.96,11.17,17,32,15,11,93,18,25,1.91,0.55,1.49,8,16,26,28,1
"675",8475169,2020,"Evander Kane","S.J","L",56,67822,1360,47.89,21.39,13.47,27,49,22,22,97,30,33,-1.43,-1,1.83,23,42,36,22,1
"676",8470595,2019,"Eric Staal","MIN","C",66,67795,1318,40.64,15.51,9.28,28,47,19,10,24,25,46,-1.2,-0.81,-1.48,495,18,24,22,1
"677",8477935,2023,"Sam Bennett","FLA","C",68,67786,1493,56.16,24.83,13.66,20,39,19,22,168,40,27,1.25,-0.82,5.4,385,68,44,42,1
"678",8479359,2023,"Beck Malenstyn","WSH","L",79,67691,1541,11.05,10.28,6.49,15,21,6,14,232,29,20,0.71,3.29,0.28,23,25,39,92,1
"679",8476871,2019,"Tanner Pearson","VAN","L",69,67666,1618,38.94,16.95,10.66,22,42,20,11,96,37,33,-0.37,-1.82,-0.85,4,27,23,40,1
"680",8475763,2023,"Kevin Hayes","STL","R",78,67654,1399,27.89,14.04,10.34,16,29,13,18,42,41,31,1.3,0.01,-0.27,473,12,46,17,1
"681",8475193,2021,"Tomas Tatar","NJD","L",76,67635,1613,34.03,16.53,9.75,15,30,15,8,75,27,25,3.82,-2.15,-0.14,19,22,32,28,1
"682",8474641,2022,"Adam Henrique","ANA","C",62,67630,1459,32.1,18.69,10.01,16,38,22,12,28,26,34,-1.9,-0.49,-0.93,342,22,18,46,1
