"","playerId","season","name","team","position","games_played","icetime","shifts","gameScore","I_F_xGoals","I_F_xRebounds","Assists","I_F_points","I_F_goals","I_F_rebounds","I_F_hits","I_F_takeaways","I_F_giveaways","lowDangerGoaAbvExp","medDangerGoaAbvExp","highDangerGoaAbvExp","faceoffsWon","penalityMinutes","penalityMinutesDrawn","shotsBlockedByPlayer","subsetclust1"
"1271",8477451,2019,"Ryan Hartman","MIN","R",69,50645,1126,28.87,10.72,6.96,11,20,9,13,44,34,14,-0.07,0.98,0.81,83,59,48,54,3
"1272",8477846,2021,"Ryan Carpenter","CGY","C",67,50579,1246,12.1,6.76,4.78,9,12,3,5,136,19,11,1.21,0.64,1.92,200,26,28,44,3
"1273",8471698,2023,"T.J. Oshie","WSH","R",50,50555,1036,16.43,16.19,8.68,12,23,11,17,74,41,15,2.1,1.12,1.96,12,34,38,53,3
"1274",8479944,2022,"Zach Aston-Reese","TOR","C",77,50486,1229,13.13,10.69,7.39,4,14,10,10,163,18,12,-1.04,1.2,0.53,7,25,17,43,3
"1275",8479373,2021,"Jonathan Dahlen","SJS","C",61,50479,1207,18.46,13.77,8.32,10,22,12,9,16,21,23,-0.44,3.88,-1.66,0,12,12,34,3
"1276",8475848,2021,"Brendan Gallagher","MTL","R",56,50462,1137,31.06,17.66,11.72,17,24,7,14,54,17,20,3.13,5.44,2.09,13,49,59,29,3
"1277",8481068,2020,"Yegor Sharangovich","N.J","C",50,50407,1104,29.66,11.08,7.29,13,28,15,8,18,34,28,-1.93,-3.16,1.17,20,4,20,16,3
"1278",8479407,2019,"Jesper Bratt","N.J","L",60,50389,1096,30.7,10.06,6.93,16,32,16,5,29,18,24,-3.33,-1.27,-1.34,3,6,18,22,3
"1279",8477508,2021,"Curtis Lazar","BOS","C",70,50375,1214,20.52,10.13,6.41,8,16,8,7,186,17,11,-0.05,2.41,-0.23,136,16,22,51,3
"1280",8475772,2019,"Riley Sheahan","EDM","C",66,50327,1130,8.56,9.92,4.57,8,16,8,4,25,36,25,2.14,-0.1,-0.11,403,6,18,33,3
"1281",8478104,2022,"Sammy Blais","STL","L",71,50258,1049,19.17,7.85,6.16,16,25,9,3,238,16,23,-0.24,0.58,-1.49,2,30,38,35,3
"1282",8480289,2023,"Morgan Barron","WPG","C",79,50242,1159,23.23,9.05,5.54,7,18,11,6,122,26,10,-0.52,-0.65,-0.77,60,23,21,45,3
"1283",8478413,2022,"Jordan Greenway","BUF","L",62,50238,1068,9.53,12.17,7.49,5,11,6,13,107,12,13,2.11,2.55,1.51,2,26,18,39,3
"1284",8479351,2021,"Sam Steel","ANA","C",68,50233,1102,11.91,6.86,4.67,14,20,6,5,37,18,20,1.06,-0.01,-0.19,203,16,24,27,3
"1285",8475169,2021,"Evander Kane","EDM","L",43,50182,921,43.48,18.53,11.3,17,39,22,13,135,16,27,1.53,-5.19,0.19,9,50,26,11,3
"1286",8478434,2023,"Keegan Kolesar","VGK","R",77,50129,1183,12.18,7.14,5.11,10,18,8,5,272,22,19,-0.36,-1.46,0.97,5,49,35,41,3
"1287",8480980,2023,"Connor Dewar","TOR","C",72,50090,1136,12.66,8.63,5.15,6,17,11,5,121,20,6,1.34,-5.37,1.66,192,28,18,36,3
"1288",8476428,2019,"Rocco Grimaldi","NSH","R",66,50045,1117,37.01,11.22,8.24,21,31,10,14,23,27,19,0.34,1.12,-0.24,1,10,30,14,3
"1289",8476374,2023,"Sean Kuraly","CBJ","C",61,50008,1093,15.98,8.26,5.81,8,17,9,10,155,15,16,-1.47,0.19,0.55,263,40,30,34,3
"1290",8480281,2022,"Alexey Toropchenko","STL","R",69,49996,1078,15.91,8.95,5.69,9,19,10,7,122,18,23,-2.19,2.81,-1.67,2,12,20,46,3
"1291",8475913,2022,"Mark Stone","VGK","R",43,49992,953,41.8,17.71,9.65,21,38,17,10,31,47,22,-2.43,0.83,2.31,0,10,18,23,3
"1292",8475786,2020,"Zach Hyman","TOR","L",43,49945,984,36.39,18.58,9.51,17,32,15,15,69,17,17,1.47,2.09,0.03,18,28,24,21,3
"1293",8475780,2019,"Chris Wagner","BOS","R",67,49933,1182,7.02,10.11,6.29,4,10,6,5,192,16,21,2.33,2.56,-0.78,115,47,41,31,3
"1294",8479344,2020,"Jesse Puljujarvi","EDM","R",55,49923,1011,32.84,17,8.27,10,25,15,11,101,23,30,2.05,-2.32,2.26,0,16,30,20,3
"1295",8476393,2023,"Nick Cousins","FLA","C",68,49920,1133,28.3,10.5,6.81,8,15,7,5,130,31,23,0.55,-0.23,3.18,17,44,42,33,3
"1296",8480855,2023,"Jack McBain","ARI","C",66,49916,1232,23,10.42,5.2,17,25,8,12,202,12,16,0.75,0.48,1.19,291,48,44,40,3
"1297",8476624,2020,"Barclay Goodrow","T.B","C",55,49895,1131,25.62,8.97,4.72,14,20,6,1,110,16,12,0.85,2.99,-0.87,163,52,32,27,3
"1298",8478495,2019,"Denis Gurianov","DAL","R",64,49888,1205,32.65,14.36,9.53,9,29,20,9,63,26,25,-3.22,-2.27,-0.15,0,13,23,18,3
"1299",8481522,2021,"Peyton Krebs","BUF","C",57,49880,1076,11.29,4.86,3.95,15,22,7,1,25,15,35,0.9,-3.76,0.71,61,22,22,8,3
"1300",8475745,2020,"Charlie Coyle","BOS","C",51,49872,1066,15.53,6.76,5.16,10,16,6,5,57,28,19,2.27,0.56,-2.07,244,20,24,24,3
"1301",8475772,2021,"Riley Sheahan","SEA","C",69,49865,1217,20.49,6.54,4.58,13,17,4,4,16,18,12,0.85,1.71,-0.03,263,2,22,28,3
"1302",8474176,2019,"Carl Hagelin","WSH","L",58,49859,1097,31.4,11.57,6.96,17,25,8,10,24,25,24,1.7,2.02,-0.15,13,16,8,19,3
"1303",8478042,2020,"Viktor Arvidsson","NSH","R",50,49831,993,38.18,13.82,10.98,15,25,10,13,15,18,23,1.98,0.07,1.77,9,21,29,33,3
"1304",8481540,2022,"Cole Caufield","MTL","R",46,49817,914,37.65,15.47,11.62,10,36,26,9,18,19,23,-3.81,-5.52,-1.2,0,2,20,12,3
"1305",8479368,2019,"Max Jones","ANA","L",59,49816,1151,15.37,11.77,7.43,4,12,8,4,82,18,32,-0.01,1.75,2.04,11,36,34,17,3
"1306",8471675,2019,"Sidney Crosby","PIT","C",41,49798,1000,45.96,12.04,8.17,30,46,16,10,28,26,25,-3.78,-0.35,0.16,494,15,27,17,3
"1307",8477931,2022,"Tomas Nosek","BOS","L",66,49708,1233,14.24,8.65,4.96,11,18,7,2,69,20,22,0.86,1.4,-0.61,354,38,20,31,3
"1308",8473504,2021,"Cal Clutterbuck","NYI","R",59,49708,1253,11.47,6.97,4.54,9,15,6,2,229,21,14,0.19,1.25,-0.48,11,10,26,23,3
"1309",8476878,2021,"Zemgus Girgensons","BUF","L",56,49692,1148,18.99,8.89,6.22,8,18,10,6,81,24,10,-1.06,-0.47,0.42,143,17,18,25,3
"1310",8480829,2020,"Jesperi Kotkaniemi","MTL","C",56,49683,1090,28.4,7.29,5.78,15,20,5,1,84,33,24,1.78,0.23,0.28,263,12,16,27,3
"1311",8474034,2022,"Pat Maroon","TBL","L",80,49655,1086,14.02,9.38,6.15,9,14,5,7,172,26,19,1.81,1.01,1.57,2,100,78,12,3
"1312",8471887,2019,"Patric Hornqvist","PIT","R",52,49636,1072,39.63,22.37,12.68,17,35,18,21,107,12,8,-1.98,1.07,5.28,2,36,48,40,3
"1313",8477947,2022,"Sonny Milano","WSH","L",64,49563,1065,27.7,11.79,6.96,22,33,11,10,39,21,21,1.31,0.8,-1.31,0,18,14,15,3
"1314",8476897,2021,"Oskar Sundqvist","DET","C",59,49558,1103,14.53,7.84,4.53,15,23,8,4,70,12,25,0.31,0.95,-1.42,75,19,22,29,3
"1315",8477450,2020,"Jason Dickinson","DAL","C",51,49547,1199,25.37,6.18,4.38,8,15,7,2,78,28,17,0.41,-0.61,-0.63,136,18,28,49,3
"1316",8478550,2020,"Artemi Panarin","NYR","L",42,49500,890,49.52,10.35,8.08,41,58,17,6,13,21,26,-2.97,-0.79,-2.88,0,6,18,7,3
"1317",8475714,2020,"Calle Jarnkrok","NSH","C",49,49495,1065,26.36,8.99,5.72,15,28,13,3,30,19,11,0.56,-2.82,-1.75,42,4,16,15,3
"1318",8471887,2021,"Patric Hornqvist","FLA","R",65,49493,1098,41.73,16.54,12.64,17,28,11,26,112,24,14,-1.21,3.64,3.11,8,19,31,23,3
"1319",8476919,2020,"Chris Tierney","OTT","C",55,49467,1145,13.86,6.05,3.63,13,19,6,4,23,22,32,1.06,-0.83,-0.18,269,8,12,32,3
"1320",8477479,2022,"Tyler Bertuzzi","BOS","L",50,49465,997,32.53,11.97,7.94,22,30,8,8,54,19,29,1.78,1.78,0.4,4,19,23,22,3
"1321",8477839,2019,"Conor Sheary","PIT","L",63,49445,1081,25.14,9.73,7.17,13,23,10,6,28,19,18,-0.89,-0.53,1.15,2,10,16,26,3
"1322",8477930,2022,"Pierre-Edouard Bellemare","TBL","L",73,49419,1130,11.36,5.88,3.42,9,13,4,3,67,30,21,0.58,-0.15,1.45,322,24,28,48,3
"1323",8480821,2020,"Filip Zadina","DET","R",49,49409,960,13.28,9.4,6.04,13,19,6,7,22,17,17,1.39,2.25,-0.23,5,0,22,22,3
"1324",8476469,2021,"Joel Armia","MTL","R",60,49405,1152,16.06,10.13,7.22,8,14,6,8,104,30,28,0.82,3.13,0.18,3,14,28,27,3
"1325",8477425,2020,"Miles Wood","N.J","L",55,49392,1136,27.44,13.36,7.4,8,25,17,11,38,18,23,-1.24,-2.11,-0.29,7,29,33,25,3
"1326",8480144,2020,"David Kampf","CHI","C",56,49377,1113,11.06,5.79,3.98,11,12,1,4,45,31,8,1.81,1.32,1.66,411,18,24,14,3
"1327",8473563,2021,"Nicklas Backstrom","WSH","C",47,49324,949,20.83,7.4,5.64,25,31,6,3,16,25,13,-1.22,1.14,1.49,301,12,4,16,3
"1328",8477503,2020,"Max Domi","CBJ","C",54,49305,1043,18.25,6.06,5.75,15,24,9,3,15,18,41,-3.59,1.55,-0.9,192,35,25,10,3
"1329",8479619,2023,"Michael Carcone","ARI","L",73,49275,1144,22.45,11.24,7.98,8,29,21,12,56,10,13,-9.18,-3.04,2.46,4,35,27,21,3
"1330",8471260,2019,"Blake Comeau","DAL","L",55,49266,1198,15.38,6.66,4.36,9,17,8,7,107,21,27,-4.09,1.16,1.58,42,36,26,23,3
"1331",8479944,2019,"Zach Aston-Reese","PIT","C",57,49238,1243,18.46,11.54,6.55,7,13,6,9,137,20,21,1.66,1.24,2.64,7,28,14,30,3
"1332",8470144,2019,"Frans Nielsen","DET","C",60,49209,1164,6.08,8.11,5.3,4,8,4,4,44,11,15,1.76,2.4,-0.05,210,8,12,35,3
"1333",8478020,2022,"Michael Amadio","VGK","R",67,49094,1022,28.57,11.2,6.87,11,27,16,13,56,36,13,-3.74,-0.38,-0.68,31,12,14,27,3
"1334",8474009,2020,"Nick Bonino","MIN","C",55,49094,1030,16.59,7.46,4.75,17,27,10,6,11,22,8,1.58,-1.49,-2.62,365,16,8,50,3
"1335",8478466,2021,"Daniel Sprong","SEA","R",63,49092,979,29.84,14,10.88,6,20,14,11,43,20,24,-1,1.22,-0.22,0,8,14,12,3
"1336",8480748,2023,"Kiefer Sherwood","NSH","L",67,49069,1129,33.99,9.53,7.27,17,27,10,9,230,35,18,-3.51,0.4,2.64,15,41,43,22,3
"1337",8479520,2021,"Brandon Duhaime","MIN","R",80,49047,1156,16.2,8.58,6.12,11,17,6,4,201,16,13,-1.54,2.25,1.87,8,102,79,18,3
"1338",8476872,2020,"Scott Laughton","PHI","C",53,49016,1167,24.53,7.15,5.25,11,20,9,7,141,20,17,-0.63,-0.23,-0.98,211,29,21,34,3
"1339",8477454,2022,"Adam Erne","DET","L",61,48974,1102,6.46,6.57,4.41,10,18,8,4,160,16,17,-2.11,0.58,0.1,12,21,19,55,3
"1340",8475287,2020,"Erik Haula","NSH","L",51,48939,1056,21.49,12.8,6.47,12,21,9,5,63,18,17,1.67,1.67,0.46,269,14,16,23,3
"1341",8476326,2019,"Josh Archibald","EDM","R",62,48922,1107,13.56,8.12,4.63,9,21,12,1,164,25,10,0.47,-3.49,-0.86,0,12,18,44,3
"1342",8477476,2023,"Artturi Lehkonen","COL","L",44,48895,993,39.18,17.61,8.41,17,33,16,8,48,20,14,0.35,-2.6,3.85,9,14,10,18,3
"1343",8476925,2019,"Colton Sissons","NSH","C",57,48889,1119,10.84,5.79,3.88,6,15,9,3,84,15,25,0.3,-1.45,-2.06,283,20,10,41,3
"1344",8479675,2020,"Trevor Moore","L.A","C",56,48847,1093,18.17,10.23,7.25,13,23,10,13,38,14,17,-0.35,-0.71,1.28,3,18,14,10,3
"1345",8476927,2022,"Teddy Blueger","VGK","C",63,48799,1147,15.25,11.1,5.86,12,16,4,9,71,26,16,0.42,3.11,3.57,299,10,14,47,3
"1346",8475793,2020,"Ryan Johansen","NSH","C",48,48775,1009,21.34,9.29,5.2,14,21,7,5,43,13,20,1.41,1.73,-0.84,424,22,12,16,3
"1347",8478366,2020,"Frank Vatrano","FLA","C",56,48769,1047,33.52,16.13,9.16,8,26,18,6,68,22,16,-0.71,-3.47,2.31,4,26,14,21,3
"1348",8477353,2021,"Tyler Motte","NYR","C",58,48759,1131,16.66,9.83,6.62,8,15,7,4,117,29,18,3.52,0.46,-1.16,11,22,24,58,3
"1349",8480003,2022,"Jesper Boqvist","NJD","C",70,48744,1131,25,8.8,4.89,11,21,10,10,50,22,28,-0.19,-1.59,0.58,66,2,16,20,3
"1350",8474709,2021,"Matt Martin","NYI","L",71,48733,1152,4.87,7.17,4.33,4,7,3,3,235,11,17,0.87,2.68,0.62,8,60,48,26,3
"1351",8477511,2019,"Anthony Mantha","DET","R",43,48716,910,41.99,14.06,9.78,22,38,16,12,49,22,30,0.53,1.21,-3.69,16,34,26,25,3
"1352",8478458,2020,"Jack Roslovic","CBJ","C",48,48679,991,25.69,9.5,5.98,22,34,12,5,34,19,37,-0.52,-1.7,-0.28,232,14,18,22,3
"1353",8477444,2022,"Andre Burakovsky","SEA","L",49,48668,974,35.86,9.23,7.5,26,39,13,5,17,31,17,-2.55,-1.89,0.67,0,14,20,15,3
"1354",8477021,2020,"Alexander Kerfoot","TOR","C",56,48533,1117,21.34,9.66,5.06,15,23,8,0,41,17,30,0.02,1.68,-0.04,124,12,20,34,3
"1355",8481624,2021,"Ilya Mikheyev","TOR","R",53,48524,1105,43.66,17.15,10.23,11,32,21,8,52,24,26,-1.83,-2.29,0.28,0,16,20,18,3
"1356",8477450,2021,"Jason Dickinson","VAN","C",62,48516,1197,10.22,7.33,4.63,6,11,5,3,101,20,9,-0.66,3.06,-0.07,123,19,17,43,3
"1357",8480802,2022,"Ryan McLeod","EDM","C",57,48515,1160,27.08,9.32,5.62,12,23,11,4,40,23,41,-0.56,-1.09,-0.02,288,18,12,20,3
"1358",8476392,2020,"Adam Lowry","WPG","C",52,48508,1120,22.34,10.11,5.7,14,24,10,4,161,16,13,-0.59,-1.48,2.19,358,13,23,30,3
"1359",8478891,2020,"Mason Appleton","WPG","C",56,48488,1062,24.66,9.45,5.79,13,25,12,6,61,13,21,-1.16,0.56,-1.95,7,14,22,22,3
"1360",8477426,2019,"Nick Paul","OTT","L",56,48453,1143,20.5,9.46,7.35,11,20,9,12,122,27,19,0.61,-0.55,0.4,189,24,38,39,3
"1361",8475235,2022,"Nicolas Deslauriers","PHI","L",80,48452,1147,5.3,6.95,5.35,6,12,6,4,306,13,8,1.29,-1.15,0.82,3,96,86,26,3
"1362",8476897,2019,"Oskar Sundqvist","STL","C",56,48407,1091,22.71,12.87,6.79,11,23,12,10,60,36,11,-0.3,-2.45,3.62,104,26,32,26,3
"1363",8475343,2020,"Nic Dowd","WSH","C",56,48405,1126,13.89,8.9,5.24,4,15,11,5,109,38,15,-2.7,0.6,0,431,31,17,40,3
"1364",8470755,2019,"Brad Richardson","ARI","C",59,48273,1203,7.79,9.64,5.61,5,11,6,12,77,12,17,1.19,2.22,0.23,355,20,14,44,3
"1365",8482475,2023,"Yegor Chinakhov","CBJ","R",53,48233,1021,30.83,10.87,8.06,13,29,16,8,43,28,7,-2.53,-3.47,0.88,1,6,26,28,3
"1366",8475766,2021,"Austin Watson","OTT","L",67,48206,1233,11.34,8.85,5.39,6,16,10,11,213,15,15,0,-1.64,0.49,7,81,63,63,3
"1367",8475225,2020,"Craig Smith","BOS","C",54,48195,1042,43.77,11.4,8.94,19,32,13,10,66,24,16,2.31,-2.34,-1.57,10,18,12,8,3
"1368",8477404,2019,"Jake Guentzel","PIT","L",39,48191,980,50.28,14.7,9.17,25,45,20,13,46,21,12,0.72,-5.03,-0.99,22,14,24,19,3
"1369",8471260,2020,"Blake Comeau","DAL","L",51,48165,1149,15.96,7.17,4.81,10,14,4,9,106,21,17,2.52,0.2,0.45,53,27,23,18,3
"1370",8479339,2020,"Patrik Laine","CBJ","L",46,48161,945,11.13,5.46,5.29,12,24,12,4,36,9,40,-6.63,-0.51,0.6,6,15,23,15,3
"1371",8478463,2023,"Anthony Beauvillier","NSH","L",59,48145,1022,14.05,11.27,8.04,12,17,5,16,52,31,10,2.05,2.13,2.08,40,6,10,33,3
"1372",8477406,2023,"Mattias Janmark","EDM","C",68,48076,1083,14.25,8.95,4.73,8,12,4,2,53,12,17,1.68,0.95,2.33,32,36,30,19,3
"1373",8477444,2020,"Andre Burakovsky","COL","L",53,48008,1019,51.1,9.61,6.9,25,44,19,5,22,16,24,-1.86,-6.1,-1.43,2,10,14,16,3
"1374",8476822,2020,"Luke Glendening","DET","C",54,47965,1151,12.3,7.41,4.81,9,15,6,4,68,10,7,0.08,-0.11,1.44,525,20,14,56,3
"1375",8477987,2022,"Ryan Donato","SEA","C",71,47943,1043,33.57,12.66,8.31,13,27,14,11,69,36,15,-3.67,2.36,-0.03,62,36,34,12,3
"1376",8480220,2023,"Noah Cates","PHI","L",58,47891,1141,25.15,8.31,5.84,12,18,6,15,48,32,5,0.22,0.77,1.32,146,0,18,34,3
"1377",8473422,2021,"Nick Foligno","BOS","L",64,47860,1073,19.57,7.34,5.84,11,13,2,6,164,22,14,2.61,1.86,0.88,22,61,41,31,3
"1378",8476915,2019,"Jujhar Khaira","EDM","L",64,47799,1046,5.77,6.27,4.2,5,11,6,6,136,15,36,0.08,0.16,0.02,34,38,34,31,3
"1379",8480014,2020,"Gabriel Vilardi","L.A","C",54,47797,1084,19.4,9.03,4.93,13,23,10,6,18,13,14,-2.84,2.39,-0.52,291,6,34,19,3
"1380",8475220,2023,"Marcus Foligno","MIN","L",55,47791,1010,24.16,8.83,4.52,12,22,10,4,179,26,18,-0.36,-0.28,-0.53,7,59,57,40,3
"1381",8481554,2023,"Kaapo Kakko","NYR","R",60,47788,1080,22.33,7.79,6.5,6,19,13,10,26,16,16,-3.19,-2.84,0.82,13,22,16,18,3
"1382",8475164,2020,"Jakob Silfverberg","ANA","R",47,47781,1131,16.23,7.45,6.07,8,16,8,8,19,25,16,0.35,0.06,-0.96,9,18,8,26,3
"1383",8470612,2020,"Ryan Getzlaf","ANA","C",48,47747,1007,19.14,7.62,5.4,12,17,5,4,66,24,40,2.12,0.8,-0.3,350,33,29,46,3
"1384",8478439,2020,"Travis Konecny","PHI","R",50,47688,1096,35.96,10.38,7.54,23,33,10,8,55,16,15,2.02,1.65,-3.28,6,26,26,16,3
"1385",8477940,2020,"Nikolaj Ehlers","WPG","L",47,47642,967,50.61,12.73,9.15,26,47,21,10,26,18,19,-3.3,-3.26,-1.7,1,15,45,12,3
"1386",8480829,2021,"Jesperi Kotkaniemi","CAR","C",66,47612,1051,38.8,9.22,6.27,17,29,12,7,74,25,21,-1.03,-0.9,-0.85,176,27,31,15,3
"1387",8475714,2023,"Calle Jarnkrok","TOR","C",52,47606,1069,25.53,12.8,6.88,11,21,10,13,55,16,11,0.67,-0.84,2.97,65,18,24,13,3
"1388",8479385,2020,"Jordan Kyrou","STL","C",55,47599,982,33.75,10.86,7.74,21,35,14,7,7,32,22,-1.36,-0.38,-1.4,6,12,24,13,3
"1389",8478420,2019,"Mikko Rantanen","COL","R",42,47591,890,43.85,12.17,7.22,23,42,19,6,28,34,16,-4.67,-0.24,-1.91,44,14,26,23,3
"1390",8474176,2020,"Carl Hagelin","WSH","L",56,47381,1095,17.86,9.1,5.56,10,16,6,5,22,21,16,1.79,1.82,-0.51,3,19,19,19,3
"1391",8476851,2021,"Alex Galchenyuk","ARI","C",60,47353,1088,6.92,9.69,5.93,15,21,6,7,67,18,28,0.72,2.3,0.67,214,32,8,24,3
"1392",8479423,2019,"Alex Nylander","CHI","L",65,47281,973,24.9,6.62,5.98,15,25,10,4,29,25,23,-0.29,-3.94,0.86,4,10,26,14,3
"1393",8481535,2021,"Nils Hoglander","VAN","L",60,47213,1097,27.14,14.08,9.29,8,18,10,15,41,25,25,-0.44,4.66,-0.14,0,24,22,16,3
"1394",8480025,2022,"MacKenzie Entwistle","CHI","R",66,47191,1014,1.16,5.76,4.34,6,10,4,3,126,15,21,0.92,1.78,-0.94,93,14,18,28,3
"1395",8478472,2022,"Mathieu Joseph","OTT","R",56,47122,1181,19.82,9.47,4.67,15,18,3,2,80,25,18,1.71,2.29,2.46,3,26,46,28,3
"1396",8479580,2020,"Dylan Gambrell","S.J","C",49,47118,1041,5.36,6.04,3.89,7,12,5,2,77,9,13,1.15,1.79,-1.9,279,13,19,54,3
"1397",8474034,2019,"Pat Maroon","T.B","L",64,47051,1028,22.46,9.77,6.47,13,22,9,13,103,14,15,1.03,-0.2,-0.06,6,51,49,12,3
"1398",8476975,2019,"Cedric Paquette","T.B","C",61,47032,1084,18.83,10.23,5.73,11,18,7,6,172,17,9,1.54,-0.33,2.03,306,22,20,49,3
"1399",8473544,2020,"Derick Brassard","ARI","C",53,47031,1075,17.2,7.23,5.61,11,19,8,5,80,17,19,-3.69,1.79,1.13,229,12,16,5,3
"1400",8471699,2023,"Andrew Cogliano","COL","C",74,47011,1295,22.3,5.57,3.72,13,19,6,3,32,12,14,-0.41,-1.15,1.12,54,16,36,39,3
"1401",8474884,2020,"Mike Hoffman","STL","C",52,47000,917,28.53,9.35,6.73,19,36,17,5,29,21,20,-6.38,-1.27,0,6,10,12,12,3
"1402",8477482,2019,"Zach Sanford","STL","L",58,46979,1040,31.16,10.96,7.28,14,29,15,9,106,18,17,-4.17,-0.03,0.16,1,28,26,32,3
"1403",8474683,2019,"Derek Grant","ANA","C",57,46962,1159,14.12,12.89,6.65,10,25,15,8,54,20,11,1.44,-0.67,-2.87,361,30,22,25,3
"1404",8478133,2022,"Jake Evans","MTL","C",54,46948,1006,14.59,6.8,3.37,17,19,2,4,27,19,29,0.37,2.96,1.47,338,28,34,41,3
"1405",8474715,2019,"Cam Atkinson","CBJ","R",44,46892,1017,31.47,11.27,8.79,14,26,12,10,18,26,21,-1.71,0.52,0.46,27,6,16,21,3
"1406",8469454,2019,"Ilya Kovalchuk","WSH","L",46,46837,960,29.45,11.68,7.39,15,25,10,5,52,11,25,1.37,-1.42,1.73,9,18,22,23,3
"1407",8470621,2019,"Corey Perry","DAL","R",57,46829,1068,16.68,8.96,6.8,17,22,5,4,60,17,26,1.02,1.96,0.98,4,50,35,33,3
"1408",8476437,2020,"Victor Rask","MIN","C",54,46815,912,19.43,6.42,3.27,13,23,10,1,21,20,24,-2.45,-1.79,0.66,218,2,12,10,3
"1409",8470595,2020,"Eric Staal","MTL","C",53,46806,1022,13.13,10.09,6.12,8,13,5,9,23,17,24,1.37,0.56,3.17,268,10,6,15,3
"1410",8477353,2022,"Tyler Motte","NYR","C",62,46770,1077,21.89,12.11,7.41,11,19,8,20,118,29,27,-0.6,4.53,0.19,21,6,44,60,3
"1411",8482109,2020,"Alexis Lafreniere","NYR","L",56,46764,1020,16.17,7.46,4.75,9,21,12,3,43,15,18,0.96,-4.02,-1.48,13,8,12,11,3
"1412",8481553,2023,"Bobby Brink","PHI","R",56,46715,996,23.01,9.4,6.19,12,23,11,9,34,10,11,-0.79,-2.19,1.39,4,10,30,22,3
"1413",8481624,2022,"Ilya Mikheyev","VAN","R",46,46678,1035,26.32,10.03,6.41,15,28,13,8,13,12,10,-1.1,-1.38,-0.49,2,2,24,14,3
"1414",8476880,2020,"Tom Wilson","WSH","R",47,46638,1024,30.34,9.68,5.53,19,32,13,9,105,20,16,0.18,0.11,-3.61,11,56,52,25,3
"1415",8475163,2021,"Alex Chiasson","VAN","R",67,46634,1086,23.97,13.4,7.08,9,22,13,10,68,7,10,0,-1.1,1.51,10,14,20,18,3
"1416",8476925,2020,"Colton Sissons","NSH","C",54,46608,1074,12.76,6.66,4.25,7,15,8,4,74,15,9,-0.6,1.54,-2.29,318,18,8,28,3
"1417",8480074,2020,"Alexandre Texier","CBJ","C",49,46568,964,10.53,5.26,5.41,11,15,4,4,49,24,13,-0.33,1.32,0.27,129,22,22,19,3
"1418",8482475,2021,"Yegor Chinakhov","CBJ","R",62,46511,1057,10.79,7.4,6.71,7,14,7,11,50,19,19,1.4,-1.67,0.68,0,16,18,16,3
"1419",8475231,2020,"Casey Cizikas","NYI","C",56,46495,1114,10.1,7.43,5.15,7,14,7,4,112,12,16,2.14,-2.64,0.93,342,27,31,25,3
"1420",8478431,2021,"Evgeny Svechnikov","WPG","L",72,46462,1050,15.49,7.67,5.12,12,19,7,7,104,24,28,1.1,-1.76,1.32,3,28,12,22,3
"1421",8477501,2020,"Valeri Nichushkin","COL","R",55,46461,1065,37.34,9.11,6.79,11,21,10,8,65,23,5,3.16,-3.43,-0.61,1,4,18,28,3
"1422",8477482,2020,"Zach Sanford","STL","L",52,46458,1018,14.16,10.32,5.41,6,16,10,7,69,12,11,0.16,-0.72,0.87,28,25,25,44,3
"1423",8477931,2019,"Tomas Nosek","VGK","L",67,46453,1072,21.24,11.02,7.18,7,15,8,11,91,22,16,1.17,2.33,-0.48,215,20,18,38,3
"1424",8479322,2022,"Wade Allison","PHI","R",60,46421,1035,14.39,12.98,7.2,6,15,9,17,190,20,7,2.42,1.72,-0.15,1,26,20,62,3
"1425",8481028,2023,"Martin Pospisil","CGY","C",61,46354,1100,30.69,12.33,7.89,15,23,8,11,231,26,23,1.96,2.22,0.15,22,71,38,22,3
"1426",8475160,2019,"Kyle Clifford","TOR","L",69,46341,1126,24.77,10.21,7.34,10,17,7,14,133,11,17,-0.88,1.21,2.88,6,58,48,15,3
"1427",8478067,2022,"Oskar Lindblom","SJS","L",73,46314,1181,7.56,7.67,5.29,9,15,6,7,64,15,13,2.31,-2.55,1.91,9,18,6,24,3
"1428",8478463,2020,"Anthony Beauvillier","NYI","L",47,46251,954,27.95,10.8,7.7,13,28,15,6,39,15,27,-1.5,-0.11,-2.6,2,12,18,13,3
"1429",8484166,2023,"Adam Fantilli","CBJ","C",49,46188,897,21.77,11.23,8.71,15,27,12,20,63,18,15,-1.41,-0.68,1.32,171,16,24,25,3
"1430",8479511,2021,"Janne Kuokkanen","NJD","C",57,46141,1111,14.43,6.47,4.3,11,17,6,6,33,26,11,1.18,0.2,-0.9,2,10,14,22,3
"1431",8477451,2020,"Ryan Hartman","MIN","R",51,46130,910,16.49,8.1,5.57,15,22,7,4,55,21,29,2.14,-0.28,-0.77,198,33,23,33,3
"1432",8471698,2021,"T.J. Oshie","WSH","R",44,46070,895,23.58,11.66,6.05,14,25,11,8,86,19,18,-1.84,1.41,1.09,72,18,44,30,3
"1433",8479671,2022,"Mathieu Olivier","CBJ","R",66,46056,1041,3.56,9.26,6.68,10,15,5,12,178,17,8,0.12,1.85,2.29,2,81,61,58,3
"1434",8475766,2022,"Austin Watson","OTT","L",75,46048,1267,9.91,8.38,5.22,2,11,9,7,165,19,21,0.31,0.15,-1.09,7,93,78,61,3
