playerId,season,name,team,position,games_played,icetime,GoalsSavedAbvExp,xGoals,goals,ReboundsAbvExp,XPlayConAbvExp,lowDangerGoalAbvExp,medDangerGoalAbvExp,highDangerGoalAbvExp,penalityMinutes
8480947,2023,Kevin Lankinen,NSH,G,24,71485,4.08,60.08,56,-26.01,53.45,-0.07,0.1,4.05,0
8471227,2020,Devan Dubnyk,COL,G,22,70942,-14.11,48.89,63,-0.67,71.45,-6.57,-7.75,0.21,2
8476899,2021,Matt Murray,OTT,G,20,70891,3.16,63.16,60,-13.11,77.32,4.89,-3.26,1.53,0
8474889,2023,Martin Jones,TOR,G,22,70180,6.3,62.3,56,-21.56,25.77,-1.95,-1.58,9.84,0
8481519,2022,Spencer Knight,FLA,G,21,70125,-4.48,57.52,62,-11.78,64.49,-11.57,0.66,6.43,0
8482076,2023,Nico Daws,NJD,G,21,68643,-2.6,57.4,60,-32.83,48.57,-7.53,1.83,3.11,0
8480420,2022,Collin Delia,VAN,G,20,68140,-4.27,57.73,62,-24.54,29.18,-4.57,1.46,-1.16,0
8475215,2020,Robin Lehner,VGK,G,19,68119,4.53,48.53,44,-9.63,52.45,-0.66,7.37,-2.18,0
8479193,2020,Casey DeSmith,PIT,G,20,67939,2.2,50.2,48,-14,94.02,1.38,1.34,-0.52,0
8478435,2023,Dan Vladar,CGY,G,20,67711,-12.52,55.48,68,-5.45,28.69,-13.24,-3.65,4.36,0
8476914,2021,Joonas Korpisalo,CBJ,G,22,67709,-13.15,64.85,78,-4.81,89.58,-9.23,-5.15,1.22,2
8475809,2022,Scott Wedgewood,DAL,G,21,67612,4.54,55.54,51,-4.93,70.07,1.53,-4.11,7.12,0
8478406,2022,Mackenzie Blackwood,NJD,G,22,67533,-0.86,59.14,60,-29.76,26.73,-5.04,0.1,4.08,2
8479496,2022,David Rittich,WPG,G,21,67301,-3.94,46.06,50,5.32,56.7,-6.48,3.48,-0.93,2
8476999,2020,Linus Ullmark,BUF,G,20,67025,-3.57,45.43,49,-6.23,68.8,3.18,-5.34,-1.4,0
8478433,2022,Felix Sandstrom,PHI,G,20,66771,-11.78,57.22,69,-5.16,44.7,-3.21,-6.42,-2.15,0
8477480,2022,Eric Comrie,BUF,G,19,66719,-6.86,61.14,68,-20.93,72.84,-4.13,-2.79,0.05,2
8480313,2021,Logan Thompson,VGK,G,19,65864,0.65,49.65,49,-9.61,54.96,-2.58,-2.97,6.19,0
8478492,2020,Ilya Samsonov,WSH,G,19,65569,-5.56,43.44,49,-6.38,55.39,-1.34,-0.02,-4.2,0
8470860,2020,Jaroslav Halak,BOS,G,19,65401,-8.23,37.77,46,11.01,88.42,-4.05,-3.52,-0.67,0
8471306,2022,Thomas Greiss,STL,G,21,65361,-5.43,60.57,66,-9.76,76.19,-1.81,-4.04,0.42,0
8477484,2023,Spencer Martin,CAR,G,19,64333,-2.76,56.24,59,-24.43,37.64,-3.55,-2.82,3.6,0
8480947,2022,Kevin Lankinen,NSH,G,19,64150,8.57,57.57,49,-12.36,53.68,-1.11,2.25,7.42,2
8470880,2021,Brian Elliott,TBL,G,19,63805,3.08,46.08,43,8.56,82.61,3.02,2,-1.94,0
8480843,2022,Lukas Dostal,ANA,G,19,63763,-0.32,66.68,67,-2.47,69.66,-5.71,5.55,-0.16,0
8481544,2022,Mads Sogaard,OTT,G,19,62865,-4.83,53.17,58,-0.11,39.88,-6.18,-0.86,2.21,0
8479406,2021,Filip Gustavsson,OTT,G,18,62853,-6.4,55.6,62,-7.27,45.62,3.53,-8.18,-1.74,0
8475852,2021,Petr Mrazek,TOR,G,20,62527,-11.62,46.38,58,-5.55,78.66,-3.57,-4.1,-3.95,0
8477480,2021,Eric Comrie,WPG,G,19,61489,10.33,54.33,44,-7.59,64.11,6.84,0.95,2.54,0
8478024,2023,Ville Husso,DET,G,19,60775,-4.94,55.06,60,-30.04,24.23,-6.7,-4.71,6.47,0
8478499,2020,Adin Hill,ARI,G,19,60354,0.03,46.03,46,-10.21,78.72,-0.15,-2.19,2.37,0
8476903,2021,Jon Gillies,NJD,G,20,60285,-16.5,45.5,62,-0.21,76.95,-12,1.84,-6.34,0
8479496,2020,David Rittich,TOR,G,19,57946,-3.07,42.93,46,-1.12,54.65,-3.32,1.97,-1.72,0
8480925,2022,Pavel Francouz,COL,G,16,57905,-0.57,41.43,42,-10.04,33.76,1.97,-1.84,-0.7,0
8480382,2020,Alexandar Georgiev,NYR,G,19,57260,-7.17,36.83,44,10.31,63.37,0.18,-2.8,-4.55,0
8481692,2023,Dustin Wolf,CGY,G,17,57030,-10.07,39.93,50,-5.95,47.34,-8.39,-4.46,2.79,0
8476433,2022,Magnus Hellberg,DET,G,18,56181,-3.9,46.1,50,-4.88,33.95,-4.42,1.58,-1.06,0
8478024,2020,Ville Husso,STL,G,17,55039,-8.83,40.17,49,-13.09,40.84,-11.54,-0.42,3.13,4
8481033,2023,Akira Schmid,NJD,G,19,54849,-3.05,44.95,48,-22.6,47.38,-0.37,-3.89,1.22,2
8475883,2023,Frederik Andersen,CAR,G,16,54773,12.19,40.19,28,-17.56,30.37,1.35,1.86,8.98,0
8481033,2022,Akira Schmid,NJD,G,18,54081,8.18,40.18,32,-8.05,14.83,8.84,-3.4,2.74,0
8479312,2022,Alex Lyon,FLA,G,15,53591,7.53,50.53,43,-21.51,44.96,-2.63,4.29,5.88,0
8475809,2020,Scott Wedgewood,N.J,G,16,53282,-4.54,41.46,46,-3.77,72.86,-3.64,-1.5,0.6,0
8476876,2020,Malcolm Subban,CHI,G,16,52877,-7.35,39.65,47,-1.67,49.5,-0.39,-2.36,-4.6,0
8480193,2022,Daniil Tarasov,CBJ,G,17,52448,-7.32,49.68,57,-19.09,52.73,-7.69,0.63,-0.25,0
8468011,2020,Ryan Miller,ANA,G,16,52255,-13.08,37.92,51,-12.59,69.15,-8.72,-2.68,-1.68,0
8482821,2022,Arvid Soderblom,CHI,G,15,50114,-3.79,44.21,48,-7.69,60.28,-3.01,-2,1.22,0
8477968,2022,Alex Nedeljkovic,DET,G,15,49958,-8.85,40.15,49,-12.94,32.31,-8.95,0.23,-0.14,2
8479496,2021,David Rittich,NSH,G,17,49376,-7.45,41.55,49,-1.05,37.09,-2.52,-4.53,-0.4,2
8476932,2022,Anthony Stolarz,ANA,G,19,49203,0.39,51.39,51,-35.78,67.74,-8.35,5.8,2.95,0
8477992,2020,Jonas Johansson,COL,G,15,49010,-8.75,30.25,39,-3.28,72.46,-5.35,-0.92,-2.48,0
8481020,2023,Justus Annunen,COL,G,14,48065,11.51,41.51,30,-17.74,20.99,0.32,1.39,9.8,0
8470860,2021,Jaroslav Halak,VAN,G,17,47802,-0.04,38.96,39,-3.98,50.91,0.34,-4.06,3.68,2
8478902,2021,Erik Kallgren,TOR,G,14,46769,-5.2,37.8,43,-0.18,33.56,-3.21,-0.26,-1.74,2
8474636,2022,Michael Hutchinson,CBJ,G,16,45327,-6.8,47.2,54,-6.91,31.87,-2.96,-3.83,-0.01,0
8476316,2020,Laurent Brossoit,WPG,G,14,44647,0.07,30.07,30,-1.92,39.92,-1.52,0.55,1.04,0
8479973,2021,Stuart Skinner,EDM,G,13,44049,0.85,32.85,32,-7.96,51.24,-1,5.49,-3.64,0
8474682,2020,Dustin Tokarski,BUF,G,13,43766,-6.62,36.38,43,-3.64,40.27,-8.56,1.86,0.08,0
8470147,2020,Curtis McElhinney,T.B,G,12,43159,-10.51,26.49,37,4.88,59.62,-3.96,-5.88,-0.67,2
8477293,2020,Antti Raanta,ARI,G,12,40730,-4.25,33.75,38,-5.39,57.06,-4.51,-2.49,2.76,0
8475622,2020,Carter Hutton,BUF,G,13,40483,-8.21,30.79,39,-0.99,56.79,-4.14,-4.46,0.38,0
8475852,2020,Petr Mrazek,CAR,G,12,39059,7.14,30.14,23,-11.37,33.9,5.08,0.98,1.08,0
8481035,2022,Samuel Ersson,PHI,G,12,38695,1.68,34.68,33,-9.19,36.61,-4.97,1.97,4.68,0
8477405,2020,Marcus Hogberg,OTT,G,14,38510,-11.87,28.13,40,1.03,30.37,-8.18,-2.51,-1.19,0
8476316,2022,Laurent Brossoit,VGK,G,11,38162,5.89,28.89,23,2.54,15.08,2.83,-1.12,4.18,0
8480280,2020,Jeremy Swayman,BOS,G,10,36103,5.65,20.65,15,2.26,38.39,2.75,2.11,0.79,0
8477202,2021,Andrew Hammond,NJD,G,11,35188,-6.66,31.34,38,-7.46,52.25,-4.87,-3.14,1.35,0
8477180,2021,Aaron Dell,BUF,G,12,33923,-4.36,33.64,38,-5.29,41.08,-0.67,-1.8,-1.89,2
8478902,2022,Erik Kallgren,TOR,G,10,33700,-0.57,24.43,25,-10.58,41.28,1.85,-1.15,-1.26,0
8477361,2022,Cal Petersen,LAK,G,10,32608,-9.29,24.71,34,1.63,21.47,-8,3.75,-5.03,0
8477480,2023,Eric Comrie,BUF,G,10,31194,-2.93,29.07,32,-16.84,10.56,-0.61,-1,-1.32,0
8480051,2021,Cayden Primeau,MTL,G,12,31153,-13.45,26.55,40,-6.13,31.53,-5.07,-5.63,-2.75,0
8482982,2023,Jet Greaves,CBJ,G,9,30952,3.86,33.86,30,-9.92,12.26,0.21,-4.6,8.25,0
8473541,2021,Jonathan Bernier,NJD,G,10,30606,-1.18,24.82,26,0.31,40.61,0.32,0.92,-2.42,0
8480045,2021,Ukko-Pekka Luukkonen,BUF,G,9,30184,-0.45,22.55,23,-6.63,24.5,-0.03,1.34,-1.76,0
8481031,2023,Ivan Prosvetov,COL,G,11,29651,0.87,26.87,26,-9.71,13.84,-0.22,-4.31,5.4,0
8480373,2020,Josef Korenar,S.J,G,10,29510,-4.67,21.33,26,2.21,41.81,-2.29,-0.84,-1.55,0
8477992,2021,Jonas Johansson,FLA,G,11,29191,-14.66,24.34,39,-1.78,39.6,-8.66,-4.69,-1.31,0
8476234,2020,Keith Kinkaid,NYR,G,9,29153,-2.55,18.45,21,1.22,21.79,1.4,-2.72,-1.23,0
8479406,2020,Filip Gustavsson,OTT,G,9,28294,1.11,18.11,17,5.4,29.03,5.09,-3.24,-0.74,0
8480992,2023,Magnus Chrona,SJS,G,9,28275,-7.62,29.38,37,-11.62,15.15,-8.97,1.82,-0.47,0
8476932,2020,Anthony Stolarz,ANA,G,8,27868,0.49,17.49,17,-5.06,24.79,-2.33,0.7,2.11,0
8471418,2021,Anton Khudobin,DAL,G,9,27748,-8.43,19.57,28,7.19,27,-2.72,-2.8,-2.92,0
8476341,2020,Anton Forsberg,OTT,G,8,26913,0.05,24.05,24,3.08,10.44,-0.65,-1.28,1.98,0
8477831,2023,Pheonix Copley,LAK,G,8,26177,-2.66,20.34,23,-1.53,6.85,-1.54,-2.77,1.66,0
8482221,2022,Devon Levi,BUF,G,7,25741,3.12,24.12,21,-12.29,25.98,-3.31,4.11,2.31,0
8481031,2022,Ivan Prosvetov,ARI,G,7,25322,-1.72,26.28,28,-10.93,-17.39,-3.27,-1.3,2.85,0
8474636,2020,Michael Hutchinson,TOR,G,8,25312,-1.42,15.58,17,6.88,35.3,-0.4,-1.86,0.84,0
